"domain_name","comment","created_at"
http.badssl.com,기타/그 외,"2023-02-20 09:48:41"
http.loblox.com,게임 사이트,"2023-02-20 16:13:35"
http.maplestory.nexon.com,게임 사이트,"2023-02-20 16:13:23"
http://aion.plaync.co.kr/,게임 사이트,"2023-02-22 09:25:21"
http://df.nexon.com,게임 사이트,"2023-02-22 09:24:13"
http://sa.nexon.com,게임 사이트,"2023-02-22 09:24:00"
http://www.leagueoflegends.co.kr,게임 사이트,"2023-02-22 09:24:22"
http://youtube.com,기타/그 외,"2023-02-22 09:26:03"
